# Job started on: Wed Oct  9 12:45:45 CEST 2013 ..........
# FONLL heavy quark hadroproduction cross section
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = meson (meson = D0). NP params (cm,lm,hm) = 0.1, 0.06, 0.135
# BR(q->meson) = 0.56
# ebeam1 = 3500, ebeam2 = 3500
# PDF set = CTEQ6.6
# ptmin = 0.125
# ptmax = 50.125
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses combined quadratically
# cross section is ds/dpt (pb/GeV)
#  pt      central      min       max       min_sc     max_sc     min_mass   max_mass   fr=.5 .5     fr=2 2     fr=2 1     fr=1 2    fr=1 .5    fr=.5 1
  16.1250 9.0724e+04 7.3625e+04 1.1345e+05 7.4172e+04 1.1259e+05 8.6432e+04 9.6939e+04 1.0511e+05 8.0452e+04 9.6976e+04 7.4172e+04 1.1259e+05 8.2131e+04
  16.3750 8.4416e+04 6.8628e+04 1.0531e+05 6.9127e+04 1.0452e+05 8.0480e+04 9.0135e+04 9.7744e+04 7.4868e+04 9.0120e+04 6.9127e+04 1.0452e+05 7.6581e+04
  16.6250 7.8620e+04 6.4028e+04 9.7856e+04 6.4482e+04 9.7120e+04 7.5006e+04 8.3890e+04 9.0982e+04 6.9738e+04 8.3830e+04 6.4482e+04 9.7120e+04 7.1468e+04
  16.8750 7.3290e+04 5.9787e+04 9.1016e+04 6.0202e+04 9.0336e+04 6.9967e+04 7.8151e+04 8.4764e+04 6.5018e+04 7.8053e+04 6.0202e+04 9.0336e+04 6.6752e+04
  17.1250 6.8382e+04 5.5875e+04 8.4734e+04 5.6254e+04 8.4106e+04 6.5323e+04 7.2871e+04 7.9043e+04 6.0672e+04 7.2742e+04 5.6254e+04 8.4106e+04 6.2400e+04
  17.3750 6.3858e+04 5.2262e+04 7.8961e+04 5.2609e+04 7.8379e+04 6.1039e+04 6.8009e+04 7.3772e+04 5.6665e+04 6.7854e+04 5.2609e+04 7.8379e+04 5.8379e+04
  17.6250 5.9684e+04 4.8922e+04 7.3647e+04 4.9241e+04 7.3108e+04 5.7084e+04 6.3528e+04 6.8912e+04 5.2968e+04 6.3351e+04 4.9241e+04 7.3108e+04 5.4660e+04
  17.8750 5.5830e+04 4.5831e+04 6.8752e+04 4.6124e+04 6.8252e+04 5.3427e+04 5.9392e+04 6.4426e+04 4.9554e+04 5.9197e+04 4.6124e+04 6.8252e+04 5.1219e+04
  18.1250 5.2266e+04 4.2969e+04 6.4237e+04 4.3238e+04 6.3772e+04 5.0044e+04 5.5570e+04 6.0280e+04 4.6396e+04 5.5361e+04 4.3238e+04 6.3772e+04 4.8030e+04
  18.3750 4.8968e+04 4.0315e+04 6.0069e+04 4.0563e+04 5.9637e+04 4.6911e+04 5.2037e+04 5.6446e+04 4.3474e+04 5.1816e+04 4.0563e+04 5.9637e+04 4.5073e+04
  18.6250 4.5913e+04 3.7853e+04 5.6217e+04 3.8081e+04 5.5815e+04 4.4007e+04 4.8766e+04 5.2897e+04 4.0767e+04 4.8536e+04 3.8081e+04 5.5815e+04 4.2329e+04
  18.8750 4.3081e+04 3.5566e+04 5.2654e+04 3.5777e+04 5.2279e+04 4.1313e+04 4.5736e+04 4.9608e+04 3.8257e+04 4.5499e+04 3.5777e+04 5.2279e+04 3.9779e+04
  19.1250 4.0453e+04 3.3441e+04 4.9355e+04 3.3636e+04 4.9005e+04 3.8812e+04 4.2926e+04 4.6558e+04 3.5927e+04 4.2685e+04 3.3636e+04 4.9005e+04 3.7409e+04
  19.3750 3.8013e+04 3.1464e+04 4.6298e+04 3.1644e+04 4.5971e+04 3.6487e+04 4.0318e+04 4.3726e+04 3.3764e+04 4.0073e+04 3.1644e+04 4.5971e+04 3.5204e+04
  19.6250 3.5744e+04 2.9624e+04 4.3462e+04 2.9791e+04 4.3156e+04 3.4325e+04 3.7895e+04 4.1096e+04 3.1752e+04 3.7649e+04 2.9791e+04 4.3156e+04 3.3151e+04
  19.8750 3.3634e+04 2.7909e+04 4.0829e+04 2.8064e+04 4.0543e+04 3.2312e+04 3.5643e+04 3.8650e+04 2.9881e+04 3.5396e+04 2.8064e+04 4.0543e+04 3.1237e+04
  20.1250 3.1670e+04 2.6311e+04 3.8383e+04 2.6454e+04 3.8115e+04 3.0438e+04 3.3548e+04 3.6375e+04 2.8139e+04 3.3301e+04 2.6454e+04 3.8115e+04 2.9453e+04
  20.3750 2.9839e+04 2.4820e+04 3.6109e+04 2.4953e+04 3.5857e+04 2.8690e+04 3.1596e+04 3.4256e+04 2.6516e+04 3.1351e+04 2.4953e+04 3.5857e+04 2.7788e+04
  20.6250 2.8133e+04 2.3427e+04 3.3992e+04 2.3551e+04 3.3756e+04 2.7060e+04 2.9778e+04 3.2281e+04 2.5002e+04 2.9535e+04 2.3551e+04 3.3756e+04 2.6232e+04
  20.8750 2.6541e+04 2.2126e+04 3.2021e+04 2.2241e+04 3.1799e+04 2.5538e+04 2.8083e+04 3.0439e+04 2.3590e+04 2.7842e+04 2.2241e+04 3.1799e+04 2.4779e+04
  21.1250 2.5054e+04 2.0910e+04 3.0183e+04 2.1017e+04 2.9975e+04 2.4116e+04 2.6500e+04 2.8721e+04 2.2271e+04 2.6262e+04 2.1017e+04 2.9975e+04 2.3420e+04
  21.3750 2.3665e+04 1.9771e+04 2.8469e+04 1.9872e+04 2.8273e+04 2.2787e+04 2.5022e+04 2.7116e+04 2.1038e+04 2.4788e+04 1.9872e+04 2.8273e+04 2.2148e+04
  21.6250 2.2366e+04 1.8706e+04 2.6869e+04 1.8800e+04 2.6685e+04 2.1544e+04 2.3641e+04 2.5615e+04 1.9885e+04 2.3410e+04 1.8800e+04 2.6685e+04 2.0957e+04
  21.8750 2.1150e+04 1.7708e+04 2.5375e+04 1.7795e+04 2.5201e+04 2.0380e+04 2.2350e+04 2.4212e+04 1.8806e+04 2.2123e+04 1.7795e+04 2.5201e+04 1.9841e+04
  22.1250 2.0012e+04 1.6771e+04 2.3978e+04 1.6853e+04 2.3814e+04 1.9289e+04 2.1140e+04 2.2899e+04 1.7796e+04 2.0918e+04 1.6853e+04 2.3814e+04 1.8794e+04
  22.3750 1.8946e+04 1.5893e+04 2.2670e+04 1.5970e+04 2.2516e+04 1.8267e+04 2.0008e+04 2.1668e+04 1.6849e+04 1.9790e+04 1.5970e+04 2.2516e+04 1.7812e+04
  22.6250 1.7946e+04 1.5069e+04 2.1447e+04 1.5140e+04 2.1301e+04 1.7308e+04 1.8946e+04 2.0516e+04 1.5961e+04 1.8733e+04 1.5140e+04 2.1301e+04 1.6889e+04
  22.8750 1.7007e+04 1.4294e+04 2.0300e+04 1.4361e+04 2.0162e+04 1.6407e+04 1.7950e+04 1.9434e+04 1.5128e+04 1.7742e+04 1.4361e+04 2.0162e+04 1.6023e+04
  23.1250 1.6126e+04 1.3566e+04 1.9225e+04 1.3629e+04 1.9095e+04 1.5562e+04 1.7016e+04 1.8420e+04 1.4346e+04 1.6812e+04 1.3629e+04 1.9095e+04 1.5208e+04
  23.3750 1.5298e+04 1.2882e+04 1.8217e+04 1.2941e+04 1.8094e+04 1.4767e+04 1.6138e+04 1.7467e+04 1.3611e+04 1.5940e+04 1.2941e+04 1.8094e+04 1.4442e+04
  23.6250 1.4521e+04 1.2237e+04 1.7271e+04 1.2293e+04 1.7154e+04 1.4020e+04 1.5314e+04 1.6572e+04 1.2920e+04 1.5120e+04 1.2293e+04 1.7154e+04 1.3721e+04
  23.8750 1.3789e+04 1.1631e+04 1.6382e+04 1.1683e+04 1.6272e+04 1.3317e+04 1.4539e+04 1.5730e+04 1.2270e+04 1.4350e+04 1.1683e+04 1.6272e+04 1.3042e+04
  24.1250 1.3100e+04 1.1059e+04 1.5547e+04 1.1108e+04 1.5442e+04 1.2656e+04 1.3809e+04 1.4938e+04 1.1658e+04 1.3626e+04 1.1108e+04 1.5442e+04 1.2402e+04
  24.3750 1.2452e+04 1.0521e+04 1.4762e+04 1.0567e+04 1.4662e+04 1.2032e+04 1.3123e+04 1.4193e+04 1.1082e+04 1.2944e+04 1.0567e+04 1.4662e+04 1.1799e+04
  24.6250 1.1841e+04 1.0013e+04 1.4023e+04 1.0056e+04 1.3928e+04 1.1445e+04 1.2476e+04 1.3492e+04 1.0540e+04 1.2303e+04 1.0056e+04 1.3928e+04 1.1230e+04
  24.8750 1.1266e+04 9.5338e+03 1.3327e+04 9.5748e+03 1.3238e+04 1.0891e+04 1.1867e+04 1.2831e+04 1.0028e+04 1.1698e+04 9.5748e+03 1.3238e+04 1.0694e+04
  25.1250 1.0723e+04 9.0814e+03 1.2672e+04 9.1201e+03 1.2587e+04 1.0368e+04 1.1293e+04 1.2208e+04 9.5454e+03 1.1129e+04 9.1201e+03 1.2587e+04 1.0187e+04
